surface_form	normalized_form	lemma	segmentation	gloss	pos	frequency	first_verse	sample_verses	is_ambiguous	status
khentatin	khentatin	khen	khen-tat-in	divide-strike-CVB	V	1	46007037	46007037	0	auto
kitengthei	kitengthei	kiteng	kiteng-thei	marry-ABIL	V	1	46007039	46007039	0	auto
neihse	neihse	nei	neih-se	have-more	V	1	46007040	46007040	0	auto
kisatheisak	kisatheisak	kisathei	kisathei-sak	proud-CAUS	V	1	46008001	46008001	0	auto
zehphi	zehphi	zeh	zeh-phi	conscience-weak	UNK	1	46008007	46008007	0	auto
utbangin	utbangin	ut	ut-bang-in	think-like-ERG	V	1	46008009	46008009	0	auto
thuthei-a	thuthei-a	thu	thu-thei-a	word-know-LOC	N	1	46008010	46008010	0	auto
hatzo	hatzo	hat	hat-zo	strong-COMPL	N	1	46008010	46008010	0	auto
nektawmzon	nektawmzon	ne	nek-tawm-zon	eat-finish-area	V	1	46009006	46009006	0	auto
kisiathei	kisiathei	kisia	kisia-thei	waste-ABIL	V	1	46009025	46009025	0	auto
mawktai	mawktai	mawk	mawk-tai	vain-run	V	1	46009026	46009026	0	auto
mawktuptup	mawktuptup	mawk	mawk-tup-tup	vain-beat~REDUP	UNK	1	46009026	46009026	0	auto
kimawlna-ah	kimawlna-ah	mawl	ki-mawl-na-ah	REFL-subdue-NMLZ-LOC	N	1	46009027	46009027	0	auto
kithehzak	kithehzak	theh	ki-theh-zak	REFL-throw-scatter	V	1	46010005	46010005	0	auto
“Anne	“anne	anne	Anne	ANNE	UNK	1	46010007	46010007	0	auto
tulum	tulum	tu	tu-lum	serpent-coil	N	1	46010009	46010009	0	auto
sulum	sulum	su	su-lum	destroy-finish	N	1	46010010	46010010	0	auto
beikuan	beikuan	bei	bei-kuan	finish-family	V	1	46010011	46010011	0	auto
ngeingeite	ngeingeite	ngei	ngei-ngei-te	true-REDUP-PL	UNK	1	46010013	46010013	0	auto
kihihthei	kihihthei	kihih	kihih-thei	thi-ABIL	V	1	46010023	46010023	0	auto
zuakna-ah	zuakna-ah	zuak	zuak-na-ah	sell-NMLZ-LOC	N	1	46010025	46010025	0	auto
nopmawhna	nopmawhna	nop	nop-mawh-na	want-sin	V	1	46010028	46010028	0	auto
lungnopmawhsak	lungnopmawhsak	lung	lung-nop-mawh-sak	(desire)-cause.sin	V	1	46010032	46010032	0	auto
nialnuam	nialnuam	nial	nial-nuam	argue-want	V	1	46011016	46011016	0	auto
piangsakzaw	piangsakzaw	piangsak	piangsak-zaw	cause.birth-MORE	V	1	46011017	46011017	0	auto
kingakkim	kingakkim	ngak	ki-ngak-kim	expect-complete	V	1	46011033	46011033	0	auto
dangdangte	dangdangte	dang	dang-dang-te	other-other-PL	N	1	46011034	46011034	0	auto
tektekin	tektekin	tek~tek	tek~tek-in	bend~REDUP-ERG	UNK	1	46012018	46012018	0	auto
kibangte	kibangte	kibang	kibang-te	be.alike-PL	V	1	46012022	46012022	0	auto
limkep	limkep	lim	lim-kep	sign-clutch	N	1	46012024	46012024	0	auto
kulzaw	kulzaw	kul	kul-zaw	lack-more	V	1	46012024	46012024	0	auto
kepdiak	kepdiak	kep	kep-diak	clutch-be.different	V	1	46012024	46012024	0	auto
kilemkim	kilemkim	lem	ki-lem-kim	prepare-complete	UNK	1	46012025	46012025	0	auto
laihilhte	laihilhte	lai	lai-hilh-te	writing-teach-PL	N	1	46012028	46012028	0	auto
bawltheite	bawltheite	bawl	bawl-thei-te	make-know.I-PL	V	1	46012028	46012028	0	auto
huhtheite	huhtheite	huh	huh-thei-te	help-can-PL	V	1	46012028	46012028	0	auto
bil-aphuai	bil-aphuai	bil	bil-ap-huai	ear-close-full	N	1	46013001	46013001	0	auto
kihaltumna	kihaltumna	hal	ki-hal-tum-na	REFL-burn-all-NMLZ	V	1	46013003	46013003	0	auto
kimangin	kimangin	kimang	kimang-in	profit-ERG	N	1	46013008	46013008	0	auto
vaite	vaite	vai	vai-te	affairs-PL	UNK	1	46013011	46013011	0	auto
Dal	dal	dal	Dal	hinder	N	1	46013012	46013012	0	auto
deihsakzaw	deihsakzaw	deih	deih-sak-zaw	want-cause-MORE	V	1	46014005	46014005	0	auto
sensen	sensen	sen~sen	sen~sen	distinguish~REDUP	UNK	1	46014007	46014007	0	auto
thungette	thungette	thu	thu-nget-te	pray-PL	N	1	46014016	46014016	0	auto
hontang	hontang	hon	hon-tang	flock-stand	V	1	46014023	46014023	0	auto
ipcipte	ipcipte	ip	ip-cip-te	hide-squeeze-PL	UNK	1	46014025	46014025	0	auto
khatkhatin	khatkhatin	khat	khat-khat-in	one-one-ERG	N	1	46014031	46014031	0	auto
zelzul	zelzul	zel	zel-zul	prophesy-follow	UNK	1	46014031	46014031	0	auto
gelhte	gelhte	gelh	gelh-te	write-PL	V	1	46014037	46014037	0	auto
hihlamtak	hihlamtak	hi	hih-lam-tak	be-way-true	V	1	46014037	46014037	0	auto
valte	valte	val	val-te	young.man-PL	N	1	46015006	46015006	0	auto
koihkhit	koihkhit	koih	koih-khit	put-COMPL	V	1	46015025	46015025	0	auto
khempeuh,”	khempeuh,”	khempeuh	khempeuh	all	FUNC	1	46015027	46015027	0	auto
thuakthuak	thuakthuak	thuak~thuak	thuak~thuak	suffer~REDUP	UNK	1	46015031	46015031	0	auto
sahang	sahang	sa	sa-hang	flesh-beast	N	1	46015032	46015032	0	auto
maizumhuai	maizumhuai	mai	mai-zum-huai	bow.down-terrible	N	1	46015034	46015034	0	auto
Mangbuhci	mangbuhci	mangbuh	mangbuh-ci	barley-say	N	1	46015037	46015037	0	auto
melsia	melsia	mel	mel-sia	form-decay	N	1	46015043	46015043	0	auto
Mipa	mipa	mipa	Mipa'	man.POSS	N	1	46015049	46015049	0	auto
kikhelvat	kikhelvat	khel	ki-khel-vat	REFL-differ-quick	UNK	1	46015051	46015051	0	auto
kikhelpak	kikhelpak	kikhel	kikhel-pak	differ-NEG.ABIL	V	1	46015052	46015052	0	auto
khuplet	khuplet	khup	khup-let	pit-back	V	1	46015054	46015054	0	auto
taamthei	taamthei	taam	taam-thei	tarry-ABIL	N	1	46016006	46016006	0	auto
tadihin	tadihin	ta	ta-dih-in	child-proper-ERG	N	1	46016012	46016012	0	auto
hawhpah	hawhpah	hawh	hawh-pah	wound-NEG.ABIL	N	1	46016012	46016012	0	auto
lungtungzo	lungtungzo	lung	lung-tung-zo	feel-arrive-COMPL	V	1	46016012	46016012	0	auto
Stefanas	stefanas	Stefanas	Stefanas	STEFANAS	PROP	1	46016017	46016017	0	auto
Fortunatas	fortunatas	Fortunatas	Fortunatas	FORTUNATAS	PROP	1	46016017	46016017	0	auto
Akhaikas-te	akhaikas-te	akhaikas	akhaikas-te	AKHAIKAS-PL	UNK	1	46016017	46016017	0	auto
lungnopsak	lungnopsak	lung	lung-nop-sak	tempt	V	1	46016018	46016018	0	auto
Prisilla-te	prisilla-te	prisilla	prisilla-te	PRISILLA-PL	UNK	1	46016019	46016019	0	auto
kinapna	kinapna	nap	ki-nap-na	REFL-kiss-NMLZ	N	1	46016020	46016020	0	auto
huhsawn	huhsawn	huh	huh-sawn	comfort-console	V	1	47001004	47001004	0	auto
ngetsaknate	ngetsaknate	nget	nget-sak-na-te	pray-CAUS-NMLZ-PL	N	1	47001011	47001011	0	auto
simthei-in	simthei-in	sim	sim-thei-in	count-ABIL-CVB	N	1	47001013	47001013	0	auto
mawkkheel	mawkkheel	mawk	mawk-kheel	vain-yea	N	1	47001017	47001017	0	auto
themthumte	themthumte	them	them-thum-te	purpose-three-PL	UNK	1	47001017	47001017	0	auto
Silvanas	silvanas	Silvanas	Silvanas	SILVANAS	PROP	1	47001019	47001019	0	auto
mapiak	mapiak	ma	ma-piak	that-give	V	1	47001022	47001022	0	auto
dopna	dopna	dop	dop-na	guard-NMLZ	N	1	47001023	47001023	0	auto
kipkhin	kipkhin	kip	kip-khin	firm-IMM	V	1	47001024	47001024	0	auto
piansakkhak	piansakkhak	pian	pian-sak-khak	birth-cause-RES	V	1	47002003	47002003	0	auto
khauhtat	khauhtat	khauh	khauh-tat	grief-cut	V	1	47002005	47002005	0	auto
gimpiaknasa	gimpiaknasa	gimpiak	gimpiak-nasa	afflict-INTENS	N	1	47002006	47002006	0	auto
hehnemzaw	hehnemzaw	heh	heh-nem-zaw	anger-comfort-more	N	1	47002007	47002007	0	auto
itkik	itkik	it	it-kik	love-ITER	V	1	47002008	47002008	0	auto
mangzo	mangzo	mangzo	mangzo	profit	N	1	47002009	47002009	0	auto
honsakna	honsakna	hon	hon-sak-na	flock-cause-NMLZ	V	1	47002012	47002012	0	auto
kizelsak	kizelsak	kizel	kizel-sak	word-CAUS	V	1	47002014	47002014	0	auto
sisakthei	sisakthei	si	si-sak-thei	die-cause-ABIL	N	1	47002016	47002016	0	auto
hingsakthei	hingsakthei	hing	hing-sak-thei	alive-cause-ABIL	N	1	47002016	47002016	0	auto
mualkhin	mualkhin	mual	mual-khin	mountain-IMM	N	1	47003007	47003007	0	auto
taanlua	taanlua	taan	taan-lua	lose-too.much	UNK	1	47003007	47003007	0	auto
kizuizaw	kizuizaw	zui	ki-zui-zaw	REFL-follow-MORE	V	1	47003008	47003008	0	auto
tuazahin	tuazahin	tua	tua-zah-in	that-fragrant-ERG	V	1	47003009	47003009	0	auto
beilam	beilam	bei	bei-lam	finish-TOWARD	V	1	47003013	47003013	0	auto
lohna-in	lohna-in	loh	loh-na-in	NEG-NMLZ-ERG	N	1	47003013	47003013	0	auto
tatnate	tatnate	tat	tat-na-te	strike-NMLZ-PL	V	1	47004002	47004002	0	auto
baina	baina	bai	bai-na	owe-NMLZ	N	1	47004009	47004009	0	auto
pumpi-ah	pumpi-ah	pumpi	pumpi-ah	body-LOC	N	1	47004011	47004011	0	auto
kisepsep	kisepsep	sep~sep	ki-sep~sep	REFL-work~REDUP	UNK	1	47004012	47004012	0	auto
“Um	“um	um	Um	believe	V	1	47004013	47004013	0	auto
muatlam	muatlam	mu	mu-at-lam	see.I-cut-TOWARD	V	1	47004016	47004016	0	auto
omnopna	omnopna	om	om-nop-na	exist-willing-NMLZ	V	1	47005002	47005002	0	auto
ngaklahin	ngaklahin	ngak	ngak-lah-in	wait-far-ERG	V	1	47005002	47005002	0	auto
ki-utzaw	ki-utzaw	utzaw	ki-utzaw	REFL-destruction	V	1	47005008	47005008	0	auto
zolzawh	zolzawh	zol	zol-zawh	redeem-finish	V	1	47005011	47005011	0	auto
kihingkik	kihingkik	hing	ki-hing-kik	REFL-resurrect	N	1	47005015	47005015	0	auto
suahsakkhak	suahsakkhak	suah	suah-sak-khak	become-CAUS-block	N	1	47006001	47006001	0	auto
kikhia-in	kikhia-in	kikhia	kikhia-in	depart-ERG	V	1	47006005	47006005	0	auto
kipahtawi-in	kipahtawi-in	pah	ki-pah-tawi-in	REFL-do-honor-ERG	V	1	47006008	47006008	0	auto
kimindaisak	kimindaisak	mindai	ki-mindai-sak	REFL-shame-CAUS	V	1	47006008	47006008	0	auto
taanzausak	taanzausak	taan	taan-zau-sak	lose-wide-CAUS	V	1	47006013	47006013	0	auto
sinsenin	sinsenin	sin	sin-sen-in	trust-hang-ERG	N	1	47007001	47007001	0	auto
noptaksa-in	noptaksa-in	nop	nop-tak-sa-in	want-true-PAST-ERG	V	1	47007002	47007002	0	auto
hutnopna	hutnopna	hut	hut-nop-na	neigh-willing-NMLZ	V	1	47007007	47007007	0	auto
zatsak	zatsak	zat	zat-sak	use-CAUS	V	1	47007011	47007011	0	auto
thupiangsate	thupiangsate	thupiangsa	thupiangsa-te	clearing-PL	N	1	47007011	47007011	0	auto
noptheihna	noptheihna	nop	nop-theih-na	willing-know.II-NMLZ	V	1	47007013	47007013	0	auto
behlapto	behlapto	behlap	behlap-to	burden-CONT	V	1	47007013	47007013	0	auto
zindona	zindona	zindo	zindo-na	affection-NMLZ	N	1	47007015	47007015	0	auto
pawpite-ah	pawpite-ah	pawpi	pawpi-te-ah	church-PL-LOC	UNK	1	47008001	47008001	0	auto
zawhzah	zawhzah	zawh	zawh-zah	able-INTENS	V	1	47008003	47008003	0	auto
mizawngin	mizawngin	mi	mi-zawng-in	everyone-ERG	N	1	47008009	47008009	0	auto
cihmawhnate-ah	cihmawhnate-ah	ci	cih-mawhna-te-ah	say.II-sin-PL-LOC	V	1	47008014	47008014	0	auto
neitawm	neitawm	nei	nei-tawm	have-DIMIN	V	1	47008017	47008017	0	auto
kithuahsak	kithuahsak	thuah	ki-thuah-sak	REFL-gird-CAUS	V	1	47008018	47008018	0	auto
phunkhak	phunkhak	phun	phun-khak	kind-blame	N	1	47008020	47008020	0	auto
semnuam	semnuam	sem	sem-nuam	serve-want	V	1	47008021	47008021	0	auto
tonsak	tonsak	ton	ton-sak	pull-CAUS	V	1	47008022	47008022	0	auto
thangsakte	thangsakte	thang	thang-sak-te	news-CAUS-PL	V	1	47008023	47008023	0	auto
“Akhaia	“akhaia	akhaia	Akhaia	AKHAIA	UNK	1	47009002	47009002	0	auto
thanuamsak	thanuamsak	thanuam	thanuam-sak	diligent-CAUS	V	1	47009002	47009002	0	auto
mahmahsa	mahmahsa	mah	mah-mah-sa	self-REDUP-PAST	N	1	47009004	47009004	0	auto
sawlzawh	sawlzawh	sawl	sawl-zawh	send-finish	V	1	47009007	47009007	0	auto
neihthuah	neihthuah	nei	neih-thuah	have.II-always	V	1	47009008	47009008	0	auto
gamtatzawh	gamtatzawh	gam	gam-tat-zawh	kingdom-able	N	1	47009011	47009011	0	auto
lungdamkoh	lungdamkoh	lungdam	lungdam-koh	rejoice-call	V	1	47009012	47009012	0	auto
tapkual	tapkual	tap	tap-kual	weep-embrace	N	1	47010001	47010001	0	auto
hangsankhak	hangsankhak	hang	hang-san-khak	CAUS-separate-firm	N	1	47010002	47010002	0	auto
khauhte	khauhte	khauh	khauh-te	strong-PL	UNK	1	47010004	47010004	0	auto
thalnial	thalnial	thal	thal-nial	bow-argue	N	1	47010005	47010005	0	auto
gawpzo	gawpzo	gawp	gawp-zo	INTENS-COMPL	UNK	1	47010005	47010005	0	auto
kitheihtel	kitheihtel	thei	ki-theih-tel	REFL-wisdom	V	1	47010006	47010006	0	auto
theiteng	theiteng	thei	thei-teng	know.I-until	V	1	47010007	47010007	0	auto
siksankha	siksankha	sik	sik-san-kha	repent-at-still	N	1	47010007	47010007	0	auto
nakzat	nakzat	nak	nak-zat	heavy-use	N	1	47010008	47010008	0	auto
laugawpsak	laugawpsak	lau	lau-gawp-sak	fear-INTENS-CAUS	N	1	47010009	47010009	0	auto
“Paul	“paul	paul	Paul'	PAUL.POSS	UNK	1	47010010	47010010	0	auto
kakin	kakin	kin	ka-kin	1SG-together	N	1	47010012	47010012	0	auto
tangzaizaw	tangzaizaw	tang	tang-zai-zaw	rise-stand-more	V	1	47010015	47010015	0	auto
nasepnasa	nasepnasa	nasep	nasep-na-sa	work-NMLZ-PAST	V	1	47010016	47010016	0	auto
nusiatkhak	nusiatkhak	nusia	nusiat-khak	abandon.II-RES	V	1	47011003	47011003	0	auto
lehngaihsut	lehngaihsut	leh	leh-ngaih-sut	return-think-pull	V	1	47011007	47011007	0	auto
sepzia	sepzia	sep	sep-zia	work-manner	V	1	47011012	47011012	0	auto
haisapi	haisapi	hai	hai-sa-pi	pluck-flesh-great	N	1	47011016	47011016	0	auto
bengbengte	bengbengte	bengbeng	bengbeng-te	slap-PL	N	1	47011020	47011020	0	auto
sepzaw	sepzaw	sep	sep-zaw	work-MORE	V	1	47011023	47011023	0	auto
dektakna	dektakna	dek	dek-tak-na	low-true-NMLZ	V	1	47011023	47011023	0	auto
tuakzaw	tuakzaw	tua	tuak-zaw	meet.II-MORE	V	1	47011023	47011023	0	auto
zinzinna	zinzinna	zinzin	zinzin-na	journey-NMLZ	N	1	47011026	47011026	0	auto
silbawlin	silbawlin	sil	sil-bawl-in	wipe-make-CVB	V	1	47011027	47011027	0	auto
lungkhampihin	lungkhampihin	lung	lung-kham-pih-in	heart-prevent-with-ERG	V	1	47011029	47011029	0	auto
Aretas	aretas	Aretas	Aretas	ARETAS	PROP	1	47011032	47011032	0	auto
kikhaikhia	kikhaikhia	kikhai	kikhai-khia	hanging-EXIT	V	1	47011033	47011033	0	auto
phattuamnapi	phattuamnapi	phat	phat-tuam-na-pi	praise-much-NMLZ-great	V	1	47012001	47012001	0	auto
kisialsial	kisialsial	sial~sial	ki-sial~sial	REFL-chase~REDUP	UNK	1	47012001	47012001	0	auto
muhsakna	muhsakna	mu	muh-sak-na	see.II-cause-NMLZ	V	1	47012001	47012001	0	auto
genkhiatsawn	genkhiatsawn	gen	gen-khiat-sawn	speak-depart-toward	V	1	47012004	47012004	0	auto
bangmahpi	bangmahpi	bang	bang-mah-pi	what-self-great	FUNC	1	47012011	47012011	0	auto
hamsiatsak	hamsiatsak	ham	ham-siat-sak	reproach-CAUS	N	1	47012013	47012013	0	auto
sumlepaite	sumlepaite	sum	sum-le-pai-te	money-and-go-PL	N	1	47012014	47012014	0	auto
lungdamtakin	lungdamtakin	lungdam	lungdam-takin	rejoice-really	V	1	47012015	47012015	0	auto
kiphelphel	kiphelphel	phel~phel	ki-phel~phel	REFL-clear~REDUP	UNK	1	47012019	47012019	0	auto
muhnopzia	muhnopzia	mu	muh-nop-zia	see.II-willing-manner	V	1	47012020	47012020	0	auto
thangtatin	thangtatin	thangtat	thangtat-in	honest-CVB	V	1	47012021	47012021	0	auto
lannate	lannate	lan	lan-na-te	appear-NMLZ-PL	N	1	47012021	47012021	0	auto
gelhnop	gelhnop	gelh	gelh-nop	write-want	V	1	47013002	47013002	0	auto
ki-ettelna	ki-ettelna	et	ki-et-tel-na	REFL-test-match-NMLZ	N	1	47013005	47013005	0	auto
ki-ettel	ki-ettel	et	ki-et-tel	REFL-test-match	N	1	47013006	47013006	0	auto
hikim	hikim	hi	hi-kim	be-fully	V	1	47013006	47013006	0	auto
ngetsakzaw	ngetsakzaw	ngetsak	ngetsak-zaw	pray-MORE	V	1	47013007	47013007	0	auto
zatkhak	zatkhak	zat	zat-khak	use-firm	N	1	47013010	47013010	0	auto
kipuahpha-in	kipuahpha-in	pua	ki-puah-pha-in	REFL-waste-away-CVB	V	1	47013011	47013011	0	auto
kihopihin	kihopihin	ho	ki-ho-pih-in	REFL-counsel-CVB	N	1	47013012	47013012	0	auto
kinam	kinam	nam	ki-nam	REFL-kind	N	1	47013012	47013012	0	auto
thosakkik	thosakkik	tho	tho-sak-kik	arise-CAUS-ITER	V	1	48001001	48001001	0	auto
nusiakik	nusiakik	nusia	nusia-kik	forsake-ITER	V	1	48001006	48001006	0	auto
toknawi-in	toknawi-in	tok	tok-nawi-in	sit-still-ERG	N	1	48001007	48001007	0	auto
laihnuam	laihnuam	laih	laih-nuam	replace-want	V	1	48001007	48001007	0	auto
kikin-ah	kikin-ah	kin	ki-kin-ah	REFL-god-LOC	N	1	48001009	48001009	0	auto
nakkin	nakkin	nak	nak-kin	nose-quickly	N	1	48001014	48001014	0	auto
ngeisate	ngeisate	ngeisa	ngeisa-te	desire-PL	V	1	48001014	48001014	0	auto
maimansak	maimansak	mai	mai-man-sak	face-true-CAUS	N	1	48001023	48001023	0	auto
kineihkhemin	kineihkhemin	neihkhem	ki-neihkhem-in	possess.all-ERG	UNK	1	48002004	48002004	0	auto
muzaw	muzaw	mu	mu-zaw	see.I-MORE	V	1	48002007	48002007	0	auto
kiletna	kiletna	let	ki-let-na	REFL-cut-NMLZ	V	1	48002009	48002009	0	auto
meidawisuah	meidawisuah	meidawi	meidawi-suah	sober.mind-birth	N	1	48002013	48002013	0	auto
meidawi-in	meidawi-in	mei	mei-dawi-in	fire-fear-ERG	N	1	48002013	48002013	0	auto
“Mawhnei	“mawhnei	mawhnei	Mawhnei	sinner	N	1	48002015	48002015	0	auto
kingahin	kingahin	kingah	kingah-in	obtain-ERG	N	1	48002016	48002016	0	auto
phiatsa	phiatsa	phiat	phiat-sa	name-PAST	N	1	48002018	48002018	0	auto
pankik	pankik	pan	pan-kik	plead-ITER	V	1	48002018	48002018	0	auto
patkhit	patkhit	pat	pat-khit	attach-finish	UNK	1	48003003	48003003	0	auto
“Thukham	“thukham	thukham	Thukham'	law.POSS	N	1	48003012	48003012	0	auto
kimemat	kimemat	mem	ki-mem-at	REFL-soft-very	V	1	48003012	48003012	0	auto
“Sing	“sing	sing	sing	shake	N	1	48003013	48003013	0	auto
zuihlahna	zuihlahna	zui	zuih-lah-na	follow-far-NMLZ	V	1	48003013	48003013	0	auto
thuhkhit	thuhkhit	thu	thuh-khit	word.II-COMPL	V	1	48003015	48003015	0	auto
nungphiat	nungphiat	nung	nung-phiat	back-abandon	V	1	48003015	48003015	0	auto
kigelhna-ah	kigelhna-ah	gelh	ki-gelh-na-ah	REFL-write-NMLZ-LOC	V	1	48003016	48003016	0	auto
khakte,”	khakte,”	khak	khak-te	offspring-PL	N	1	48003016	48003016	0	auto
kibawlzawh	kibawlzawh	bawl	ki-bawl-zawh	be.made-able	V	1	48003017	48003017	0	auto
peksatin	peksatin	pek	pek-sat-in	everlasting-strike-CVB	N	1	48003017	48003017	0	auto
kisawlsawn	kisawlsawn	sawl	ki-sawl-sawn	REFL-send-toward	V	1	48003019	48003019	0	auto
kipiasawn	kipiasawn	pia	ki-pia-sawn	REFL-give-toward	V	1	48003019	48003019	0	auto
sawlsawn	sawlsawn	sawl	sawl-sawn	send-toward	V	1	48003020	48003020	0	auto
suahtheihna	suahtheihna	suah	suah-theih-na	become-know-NMLZ	N	1	48003026	48003026	0	auto
piakma	piakma	pia	piak-ma	give-before	V	1	48004002	48004002	0	auto
vangneite	vangneite	vang	vang-nei-te'	power-have-PL.POSS	V	1	48004003	48004003	0	auto
lunghihmawhsak	lunghihmawhsak	lung	lung-hih-mawh-sak	heart-fear-sin-CAUS	V	1	48004011	48004011	0	auto
pianuamte	pianuamte	pian	pian-uam-te	birth-pleasant-PL	V	1	48004015	48004015	0	auto
engin	engin	eng	eng-in	what-ERG	UNK	1	48004017	48004017	0	auto
lahnopna	lahnopna	lah	lah-nop-na	represent-want-NMLZ	V	1	48004024	48004024	0	auto
zolkhia	zolkhia	zol	zol-khia	redeem-out	V	1	48005008	48005008	0	auto
khawmte	khawmte	khawm	khawm-te	mingled-PL	V	1	48005010	48005010	0	auto
nawngkaisakte	nawngkaisakte	nawng	nawng-kai-sak-te	wrong-do-CAUS-PL	N	1	48005010	48005010	0	auto
nateng	nateng	teng	na-teng	2SG-dwell	V	1	48005012	48005012	0	auto
paulam	paulam	pau	pau-lam	speak-TOWARD	V	1	48005013	48005013	0	auto
kikhualna-in	kikhualna-in	khual	ki-khual-na-in	REFL-guest-NMLZ-CVB	V	1	48005013	48005013	0	auto
kitomlak	kitomlak	tom	ki-tom-lak	REFL-grow-midst	N	1	48005014	48005014	0	auto
kiphuai-in	kiphuai-in	phuai	ki-phuai-in	REFL-devour-CVB	UNK	1	48005015	48005015	0	auto
kipetkha	kipetkha	pet	ki-pet-kha	REFL-block-dry	N	1	48005015	48005015	0	auto
siatlawhkhak	siatlawhkhak	siat	siat-lawh-khak	spoil-spread-RES	V	1	48005015	48005015	0	auto
kilangpang	kilangpang	lang	ki-lang-pang	REFL-beside	N	1	48005017	48005017	0	auto
bumna	bumna	bum	bum-na	deceive-NMLZ	N	1	48005020	48005020	0	auto
pawltuam	pawltuam	pawl	pawl-tuam	group-various	N	1	48005020	48005020	0	auto
adangdangte	adangdangte	dang	a-dang-dang-te	3SG.POSS-other-other-PL	N	1	48005021	48005021	0	auto
genkikin-ah	genkikin-ah	gen	gen-ki-kin-ah	say-REFL-again-LOC	V	1	48005021	48005021	0	auto
kiphin	kiphin	phin	ki-phin	REFL-provoke	N	1	48005026	48005026	0	auto
kihaza	kihaza	haza	ki-haza	REFL-revel	UNK	1	48005026	48005026	0	auto
gamtatkik	gamtatkik	gam	gam-tat-kik	kingdom-ITER	N	1	48006001	48006001	0	auto
kithupi	kithupi	thu	ki-thu-pi	REFL-word-big	N	1	48006003	48006003	0	auto
ki-ettehin	ki-ettehin	et	ki-et-teh-in	REFL-test-match-CVB	N	1	48006004	48006004	0	auto
kikhemzo	kikhemzo	khem	ki-khem-zo	REFL-restrain-COMPL	V	1	48006007	48006007	0	auto
hahbawl	hahbawl	hah	hah-bawl	tired-make	V	1	48006012	48006012	0	auto
zuinuam	zuinuam	zui	zui-nuam	follow-want	V	1	48006013	48006013	0	auto
kisialnuam	kisialnuam	sial	ki-sial-nuam	REFL-chase-want	N	1	48006013	48006013	0	auto
meimapawn	meimapawn	mei	mei-ma-pawn	fire-EMPH-even	N	1	48006017	48006017	0	auto
sehkholhsa	sehkholhsa	seh	seh-kholh-sa	appoint-INTENS-already	N	1	49001005	49001005	0	auto
thusimteng	thusimteng	thusim	thusim-teng	parable-until	N	1	49001009	49001009	0	auto
ngahsakthei	ngahsakthei	ngah	ngah-sak-thei	get-cause-ABIL	V	1	49001013	49001013	0	auto
thalawhna	thalawhna	tha	tha-lawh-na	flee-away-NMLZ	N	1	49002008	49002008	0	auto
kholhsa	kholhsa	kholh	kholh-sa	accompany-PAST	V	1	49002010	49002010	0	auto
hita-in	hita-in	hit	hit-a-in	that-LOC-ERG	N	1	49002019	49002019	0	auto
puapi	puapi	pua	pua-pi	carry.on.back-AUG	V	1	49002021	49002021	0	auto
khaksate	khaksate	khak	khak-sa-te	offspring-flesh-PL	N	1	49003003	49003003	0	auto
tomno-in	tomno-in	tom	tom-no-in	dwell-young-ERG	N	1	49003003	49003003	0	auto
ngahkhop	ngahkhop	ngah	ngah-khop	get-together	V	1	49003006	49003006	0	auto
geelsim	geelsim	geel	geel-sim	plan-ITER	V	1	49003008	49003008	0	auto
lungkiatna-in	lungkiatna-in	lung	lung-kiat-na-in	heart-fall-NMLZ-ERG	V	1	49003013	49003013	0	auto
theikhawm	theikhawm	thei	thei-khawm	know.I-COM	V	1	49003018	49003018	0	auto
ngetzah	ngetzah	nget	nget-zah	request-INTENS	N	1	49003020	49003020	0	auto
thunemin	thunemin	thunem	thunem-in	restore-CVB	V	1	49004002	49004002	0	auto
“Paito,”	“paito,”	paito	Paito	PAITO	UNK	1	49004009	49004009	0	auto
khengto-in	khengto-in	kheng	kheng-to-in	divide-CONT-ERG	V	1	49004010	49004010	0	auto
kithukhatin	kithukhatin	kithukhat	kithukhat-in	rage-CVB	V	1	49004013	49004013	0	auto
pianlui	pianlui	pian	pian-lui	birth-old	V	1	49004022	49004022	0	auto
ciamtehna-in	ciamtehna-in	ciam	ciam-teh-na-in	promise-measure-NMLZ-ERG	V	1	49004030	49004030	0	auto
Kimuhdahna	kimuhdahna	Kimuhdahna	Kimuhdahna	KIMUHDAHNA	PROP	1	49004031	49004031	0	auto
kilungsim	kilungsim	lung	ki-lung-sim	REFL-mind	V	1	49004031	49004031	0	auto
kihozaw	kihozaw	ho	ki-ho-zaw	call-leap	N	1	49004032	49004032	0	auto
(huaihamna	(huaihamna	huai	huai-ham-na	terror	V	1	49005005	49005005	0	auto
vakzaw	vakzaw	vak	vak-zaw	walk-MORE	V	1	49005028	49005028	0	auto
gennopna	gennopna	gen	gen-nop-na	speak-willing-NMLZ	V	1	49005031	49005031	0	auto
Thupiakna	thupiakna	thupiakna	Thupiakna	commandment.NMLZ	N	1	49006001	49006001	0	auto
“Zahtak	“zahtak	zah	zah-tak	fear-true	V	1	49006001	49006001	0	auto
hehtheih	hehtheih	heh	heh-theih	anger-ABIL	N	1	49006004	49006004	0	auto
muhsung	muhsung	mu	muh-sung	see.II-inside	V	1	49006006	49006006	0	auto
thanopna	thanopna	tha	tha-nop-na	strength-want-NMLZ	N	1	49006007	49006007	0	auto
tawn	tawn	tawn	tawn'	loaf.POSS	N	1	49006009	49006009	0	auto
