lemma	citation_form	pos	primary_gloss	gloss_candidates	review_gloss_summary	english_glosses	all_glosses	gloss_counts	inflected_forms	token_count	form_count	compounds	top_collocates	example_verses	is_polysemous	is_grammatical	needs_review	entry_status	polysemy_notes	grammaticalization_notes	sense_count	pos_variants	entry_type	lexical_frequency	grammatical_frequency	review_priority	backend_issues
Ahlai	Ahlai	PROP	Ahlai	AHLAI|AHLAI.POSS			AHLAI|AHLAI.POSS	AHLAI:1|AHLAI.POSS:1	ahlai	2	1		ta:1|mi:1	13002031|13011041	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jarha	Jarha	PROP	Jarha	JARHA			JARHA	JARHA:2	jarha	2	1		hang:1|sila:1	13002034|13002035	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Eflal	Eflal	PROP	?	EFLAL.POSS|EFLAL	EFLAL.POSS | EFLAL		EFLAL|EFLAL.POSS	EFLAL.POSS:1|EFLAL:1	eflal	2	1		hi:1	13002037|13002037	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Sismai	Sismai	PROP	?	SISMAI.POSS|SISMAI	SISMAI.POSS | SISMAI		SISMAI|SISMAI.POSS	SISMAI.POSS:1|SISMAI:1	sismai	2	1		hi:1	13002040|13002040	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Raham	Raham	PROP	?	RAHAM.POSS|RAHAM	RAHAM.POSS | RAHAM		RAHAM|RAHAM.POSS	RAHAM.POSS:1|RAHAM:1	raham	2	1		hi:1	13002044|13002044	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Gazez	Gazez	PROP	Gazez	GAZEZ			GAZEZ	GAZEZ:2	gazez	2	1		efah:1|nei:1	13002046|13002046	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Pelet	Pelet	PROP	Pelet	PELET			PELET	PELET:2	pelet	2	1		tapa:2	13002047|13012003	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Shaaf	Shaaf	PROP	Shaaf	SHAAF			SHAAF	SHAAF:2	shaaf	2	1		efah:1|sat:1	13002047|13002049	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Elpelet	Elpelet	PROP	Elpelet	ELPELET			ELPELET	ELPELET:2	elpelet	2	1		ciang:1	13003006|13014005	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Nogah	Nogah	PROP	Nogah	NOGAH			NOGAH	NOGAH:2	nogah	2	1			13003007|13014006	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Pelaiah	Pelaiah	PROP	Pelaiah	PELAIAH			PELAIAH	PELAIAH:2	pelaiah	2	1		tapa:1	13003024|16010010	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Helah	Helah	PROP	Helah	HELAH			HELAH	HELAH:2	helah	2	1		zi:1	13004005|13004007	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Khelub	Khelub	PROP	Khelub	KHELUB|KHELUB.POSS			KHELUB|KHELUB.POSS	KHELUB:1|KHELUB.POSS:1	khelub	2	1		sanggampa:1|tung:1	13004011|13027026	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Mehir	Mehir	PROP	?	MEHIR.POSS|MEHIR	MEHIR.POSS | MEHIR		MEHIR|MEHIR.POSS	MEHIR.POSS:1|MEHIR:1	mehir	2	1		sanggampa:1|hi:1	13004011|13004011	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Eshton	Eshton	PROP	?	ESHTON.POSS|ESHTON	ESHTON.POSS | ESHTON		ESHTON|ESHTON.POSS	ESHTON.POSS:1|ESHTON:1	eshton	2	1		hi:1	13004011|13004012	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Tehinnah	Tehinnah	PROP	Tehinnah	TEHINNAH			TEHINNAH	TEHINNAH:2	tehinnah	2	1		nei:1	13004012|13004012	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Meonothai	Meonothai	PROP	Meonothai	MEONOTHAI			MEONOTHAI	MEONOTHAI:2	meonothai	2	1		tapa:1	13004013|13004014	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Geharashim	Geharashim	PROP	Geharashim	GEHARASHIM			GEHARASHIM	GEHARASHIM:2	geharashim	2	1		hi:1	13004014|16011035	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jehallelel	Jehallelel	PROP	?	JEHALLELEL.POSS			JEHALLELEL.POSS	JEHALLELEL.POSS:2	jehallelel	2	1		ta:1	13004016|14029012	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Ishbah	Ishbah	PROP	Ishbah	ISHBAH			ISHBAH	ISHBAH:2	ishbah	2	1		ta:1|hi:1	13004016|13004016	0	0	0	clean			1	PROP:2	lexical	2	0	low	
pek~pek	pek~pek	UNK	everlasting~REDUP	everlasting~REDUP		everlasting~REDUP	everlasting~REDUP	everlasting~REDUP:2	pekpek	2	1		lui:1|hoih:1	13004022|47011023	0	0	1	clean			1	UNK:2	lexical	2	0	low	
Ziza	Ziza	PROP	Ziza	ZIZA			ZIZA	ZIZA:2	ziza	2	1		ta:2	13004037|14011020	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Gog	Gog	PROP	Gog	GOG		Gog	GOG	GOG:2	gog	2	1		ta:1|mun:1	13005004|26039011	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Beerah	Beerah	PROP	Beerah	BEERAH			BEERAH	BEERAH:2	beerah	2	1		ta:1|makai:1	13005006|13005006	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Ahimoth	Ahimoth	PROP	Ahimoth	AHIMOTH|AHIMOTH.POSS			AHIMOTH|AHIMOTH.POSS	AHIMOTH:1|AHIMOTH.POSS:1	ahimoth	2	1		tapa:1	13006025|13006026	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jeroham	Jeroham	PROP	Jeroham	JEROHAM|JEROHAM.POSS			JEROHAM|JEROHAM.POSS	JEROHAM:1|JEROHAM.POSS:1	jeroham	2	1		ta:1|khua:1	13006027|13012007	0	0	0	clean			1	PROP:2	lexical	2	0	low	
hun~hun	hun~hun	UNK	time~REDUP	time~REDUP		time~REDUP	time~REDUP	time~REDUP:2	hunhun	2	1		nasep:1|ging:1	13006032|24010013	0	0	1	clean			1	UNK:2	lexical	2	0	low	
semte	semte	UNK	serve	serve		serve	serve	serve:2	semte	2	1		nasep:1|mai:1	13006033|15004013	0	0	1	clean			1	UNK:2	lexical	2	0	low	
Amzi	Amzi	PROP	Amzi	AMZI			AMZI	AMZI:2	amzi	2	1		pa:1|ta:1	13006046|16011012	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Issakhar-Te	Issakhar-Te	PROP	?	ISSAKHAR			ISSAKHAR	ISSAKHAR:2	issakhar-te	2	1		zui:1|ciang:1	13006062|13006072	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Asher-Te	Asher-Te	PROP	?	ASHER			ASHER	ASHER:2	asher-te	2	1		gam:1	13006062|13006074	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Naftali-Te	Naftali-Te	PROP	?	NAFTALI			NAFTALI	NAFTALI:2	naftali-te	2	1		gam:1|ciang:1	13006062|13006076	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Gad-Te	Gad-Te	PROP	?	GAD			GAD	GAD:2	gad-te	2	1		gam:1|ciang:1	13006063|13006080	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Zebulun-Te	Zebulun-Te	PROP	?	ZEBULUN			ZEBULUN	ZEBULUN:2	zebulun-te	2	1		gam:1|tung:1	13006063|13006077	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jahzah	Jahzah	PROP	Jahzah	JAHZAH			JAHZAH	JAHZAH:2	jahzah	2	1		gam:1|khua:1	13006078|24048021	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Izrahiah	Izrahiah	PROP	Izrahiah	IZRAHIAH			IZRAHIAH	IZRAHIAH:2	izrahiah	2	1		ta:1|hi:1	13007003|13007003	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Peresh	Peresh	PROP	Peresh	PERESH|PERESH.POSS			PERESH|PERESH.POSS	PERESH:1|PERESH.POSS:1	peresh	2	1		min:1|hi:1	13007016|13007016	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Shuthelah	Shuthelah	PROP	Shuthelah	SHUTHELAH			SHUTHELAH	SHUTHELAH:2	shuthelah	2	1		ta:2	13007020|13007021	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Zofah	Zofah	PROP	Zofah	ZOFAH|ZOFAH.POSS			ZOFAH|ZOFAH.POSS	ZOFAH:1|ZOFAH.POSS:1	zofah	2	1		tapa:1	13007035|13007036	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Suah	Suah	PROP	Suah	SUAH		birth	SUAH	SUAH:2	suah	2	1		suan:1	13007036|21003002	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Shashak	Shashak	PROP	Shashak	SHASHAK|SHASHAK.POSS			SHASHAK|SHASHAK.POSS	SHASHAK:1|SHASHAK.POSS:1	shashak	2	1			13008014|13008025	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jakim	Jakim	PROP	Jakim	JAKIM			JAKIM	JAKIM:2	jakim	2	1		nih:1	13008019|13024012	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Zillethai	Zillethai	PROP	Zillethai	ZILLETHAI			ZILLETHAI	ZILLETHAI:2	zillethai	2	1		beel:1	13008020|13012020	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Eshbaal	Eshbaal	PROP	?	ESHBAAL.POSS			ESHBAAL.POSS	ESHBAAL.POSS:2	eshbaal	2	1		hi:2	13008033|13009039	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Pithon	Pithon	PROP	Pithon	PITHON			PITHON	PITHON:2	pithon	2	1		tapa:2	13008035|13009041	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Melek	Melek	PROP	Melek	MELEK			MELEK	MELEK:2	melek	2	1		tapa:2	13008035|13009041	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jehoaddah	Jehoaddah	PROP	?	JEHOADDAH.POSS|JEHOADDAH	JEHOADDAH.POSS | JEHOADDAH		JEHOADDAH|JEHOADDAH.POSS	JEHOADDAH.POSS:1|JEHOADDAH:1	jehoaddah	2	1		hi:1	13008036|13008036	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Bokheru	Bokheru	PROP	Bokheru	BOKHERU			BOKHERU	BOKHERU:2	bokheru	2	1		min:2	13008038|13009044	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Sheariah	Sheariah	PROP	Sheariah	SHEARIAH			SHEARIAH	SHEARIAH:2	sheariah	2	1		min:2	13008038|13009044	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Imri	Imri	PROP	Imri	IMRI|IMRI.POSS			IMRI|IMRI.POSS	IMRI:1|IMRI.POSS:1	imri	2	1		ta:1|zom:1	13009004|16003002	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Uthai	Uthai	PROP	Uthai	UTHAI			UTHAI	UTHAI:2	uthai	2	1		ta:1	13009004|15008014	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jeuel	Jeuel	PROP	Jeuel	JEUEL			JEUEL	JEUEL:2	jeuel	2	1		pan:2	13009006|14029013	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hassenuah	Hassenuah	PROP	?	HASSENUAH.POSS			HASSENUAH.POSS	HASSENUAH.POSS:2	hassenuah	2	1		pan:1|hi:1	13009007|16011009	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jehoiarib	Jehoiarib	PROP	Jehoiarib	JEHOIARIB			JEHOIARIB	JEHOIARIB:2	jehoiarib	2	1		pan:1|ai:1	13009010|13024007	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jarah	Jarah	PROP	?	JARAH.POSS|JARAH	JARAH.POSS | JARAH		JARAH|JARAH.POSS	JARAH.POSS:1|JARAH:1	jarah	2	1		hi:1	13009042|13009042	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Hakmoni	Hakmoni	PROP	Hakmoni	HAKMONI|HAKMONI.POSS			HAKMONI|HAKMONI.POSS	HAKMONI:1|HAKMONI.POSS:1	hakmoni	2	1		ciam:1|hi:1	13011011|13027032	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Joshafat	Joshafat	PROP	Joshafat	JOSHAFAT			JOSHAFAT	JOSHAFAT:2	joshafat	2	1		mi:1|siam:1	13011043|13015024	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jaasiel	Jaasiel	PROP	Jaasiel	JAASIEL			JAASIEL	JAASIEL:2	jaasiel	2	1		khua:1|ta:1	13011047|13027021	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Ishmaiah	Ishmaiah	PROP	Ishmaiah	ISHMAIAH			ISHMAIAH	ISHMAIAH:2	ishmaiah	2	1		khua:1|ta:1	13012004|13027019	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Elzabad	Elzabad	PROP	Elzabad	ELZABAD			ELZABAD	ELZABAD:2	elzabad	2	1		kua:1|ahi:1	13012012|13026007	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Adnah	Adnah	PROP	Adnah	ADNAH			ADNAH	ADNAH:2	adnah	2	1		beel:1|uk:1	13012020|14017014	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Unni	Unni	PROP	Unni	UNNI			UNNI	UNNI:2	unni	2	1		beh:1	13015018|13015020	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Elifelehu	Elifelehu	PROP	Elifelehu	ELIFELEHU			ELIFELEHU	ELIFELEHU:2	elifelehu	2	1		beh:1	13015018|13015021	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Mikneiah	Mikneiah	PROP	Mikneiah	MIKNEIAH			MIKNEIAH	MIKNEIAH:2	mikneiah	2	1		beh:1	13015018|13015021	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Benaiah-Te	Benaiah-Te	PROP	?	BENAIAH			BENAIAH	BENAIAH:2	benaiah-te	2	1		seh:1	13015020|14031013	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Khenaniah	Khenaniah	PROP	Khenaniah	KHENANIAH			KHENANIAH	KHENANIAH:2	khenaniah	2	1		makai:1|pan:1	13015022|13026029	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Shofak	Shofak	PROP	Shofak	SHOFAK			SHOFAK	SHOFAK:2	shofak	2	1		uk:2	13019016|13019018	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Zetham	Zetham	PROP	Zetham	ZETHAM			ZETHAM	ZETHAM:2	zetham	2	1		ukpi:1|ta:1	13023008|13026022	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Zina	Zina	PROP	Zina	ZINA			ZINA	ZINA:2	zina	2	1		tapa:1|hi:1	13023010|13023011	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jeriah	Jeriah	PROP	Jeriah	JERIAH			JERIAH	JERIAH:2	jeriah	2	1		lak:2	13023019|13024023	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jekameam	Jekameam	PROP	Jekameam	JEKAMEAM			JEKAMEAM	JEKAMEAM:2	jekameam	2	1		thum:2	13023019|13024023	0	0	0	clean			1	PROP:2	lexical	2	0	low	
kiteel	kiteel	UNK	choose	choose		choose	choose	choose:2	kiteelin	2	1		khat:1|pan:1	13024006|58005001	0	0	1	clean			1	UNK:2	lexical	2	0	low	
Bilgah	Bilgah	PROP	Bilgah	BILGAH			BILGAH	BILGAH:2	bilgah	2	1		nga:1	13024014|16012018	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hezir	Hezir	PROP	Hezir	HEZIR			HEZIR	HEZIR:2	hezir	2	1		sagih:1	13024015|16010020	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Maaziah	Maaziah	PROP	Maaziah	MAAZIAH			MAAZIAH	MAAZIAH:2	maaziah	2	1		lin:1	13024018|16010008	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Shubael	Shubael	PROP	?	SHUBAEL.POSS|SHUBAEL	SHUBAEL.POSS | SHUBAEL		SHUBAEL|SHUBAEL.POSS	SHUBAEL.POSS:1|SHUBAEL:1	shubael	2	1		pan:1|thum:1	13024020|13025020	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Jehdeiah	Jehdeiah	PROP	Jehdeiah	JEHDEIAH			JEHDEIAH	JEHDEIAH:2	jehdeiah	2	1		suan:1|khua:1	13024020|13027030	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jaaziah	Jaaziah	PROP	Jaaziah	JAAZIAH			JAAZIAH	JAAZIAH:2	jaaziah	2	1		suan:2	13024026|13024027	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jeduthun-Te	Jeduthun-Te	PROP	?	JEDUTHUN			JEDUTHUN	JEDUTHUN:2	jeduthun-te	2	1		ding:1|pa:1	13025001|14035015	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Bukkiah	Bukkiah	PROP	Bukkiah	BUKKIAH			BUKKIAH	BUKKIAH:2	bukkiah	2	1		tapa:1|guk:1	13025004|13025013	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Eliathah	Eliathah	PROP	Eliathah	ELIATHAH			ELIATHAH	ELIATHAH:2	eliathah	2	1		tapa:1	13025004|13025027	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Giddalti	Giddalti	PROP	Giddalti	GIDDALTI			GIDDALTI	GIDDALTI:2	giddalti	2	1		tapa:1|nih:1	13025004|13025029	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Romamtiezer	Romamtiezer	PROP	Romamtiezer	ROMAMTIEZER			ROMAMTIEZER	ROMAMTIEZER:2	romamtiezer	2	1		tapa:1|lin:1	13025004|13025031	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Joshbekashah	Joshbekashah	PROP	Joshbekashah	JOSHBEKASHAH			JOSHBEKASHAH	JOSHBEKASHAH:2	joshbekashah	2	1		tapa:1|sagih:1	13025004|13025024	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Mallothi	Mallothi	PROP	Mallothi	MALLOTHI			MALLOTHI	MALLOTHI:2	mallothi	2	1		tapa:1|lekua:1	13025004|13025026	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hothir	Hothir	PROP	Hothir	HOTHIR			HOTHIR	HOTHIR:2	hothir	2	1		tapa:1|khat:1	13025004|13025028	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Mahazioth	Mahazioth	PROP	Mahazioth	MAHAZIOTH			MAHAZIOTH	MAHAZIOTH:2	mahazioth	2	1		tapa:1|thum:1	13025004|13025030	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Eliehoenai	Eliehoenai	PROP	Eliehoenai	ELIEHOENAI			ELIEHOENAI	ELIEHOENAI:2	eliehoenai	2	1		guk:1	13026003|15008004	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jerijah	Jerijah	PROP	Jerijah	JERIJAH			JERIJAH	JERIJAH:2	jerijah	2	1		pan:1|kumpi:1	13026031|13026032	0	0	0	clean			1	PROP:2	lexical	2	0	low	
kikantel	kikantel	N	chief	chief		chief	chief	chief:2	kikantel|kikantelna	2	2		kum:1|bawl:1|pia:1|khin:1	13026031|15004019	0	0	0	clean			1	N:2	lexical	2	0	low	
Zabdiel	Zabdiel	PROP	?	ZABDIEL.POSS|ZABDIEL	ZABDIEL.POSS | ZABDIEL		ZABDIEL|ZABDIEL.POSS	ZABDIEL.POSS:1|ZABDIEL:1	zabdiel	2	1		kha:1|ta:1	13027002|16011014	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
sunga	sunga	N	inside	inside		inside	inside	inside:2	sungate	2	1		khua:2|ma:1|bang:1	13027025|26010013	0	0	0	clean			1	N:2	lexical	2	0	low	
Meronoth	Meronoth	PROP	Meronoth	MERONOTH			MERONOTH	MERONOTH:2	meronoth	2	1		tung:1|mi:1	13027030|16003007	0	0	0	clean			1	PROP:2	lexical	2	0	low	
thakhauhin	thakhauhin	UNK	Thakhauhin	THAKHAUHIN		strength	THAKHAUHIN	THAKHAUHIN:2	“thakhauhin	2	1		ta:1	13028020|38008009	0	0	1	clean			1	UNK:2	lexical	2	0	low	
ziah~ziah	ziah~ziah	UNK	willing~REDUP	willing~REDUP		willing~REDUP	willing~REDUP	willing~REDUP:2	ziahziah	2	1		pia:1|zang:1	13029009|20011024	0	0	1	clean			1	UNK:2	lexical	2	0	low	
awh	awh	N	chain	chain		chain	chain	chain:2	awh|awhte	2	2		ngawng:1|khainiang:1|bawl:1|khi:1|lung:1	14003016|22004009	0	0	0	clean			1	N:2	lexical	2	0	low	
mansiang	mansiang	N	foundation	REFL|foundation	REFL | foundation	foundation	REFL|foundation	REFL:1|foundation:1	kimansiang|mansiang	2	2		hi:2|nasep:1|sagih:1	14008016|14031007	0	1	1	mixed_lex_gram			2	N:2	mixed	1	1	low	mixed_lex_gram_needs_split
Tarshish-Ah	Tarshish-Ah	PROP	?	TARSHISH			TARSHISH	TARSHISH:2	tarshish-ah	2	1		teem:1|sia:1	14009021|14020037	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jehonathan	Jehonathan	PROP	Jehonathan	JEHONATHAN			JEHONATHAN	JEHONATHAN:2	jehonathan	2	1		mi:1|pan:1	14017008|16012018	0	0	0	clean			1	PROP:2	lexical	2	0	low	
sen	sen	N	hide	hide|REFL	hide | REFL	hide	REFL|hide	hide:1|REFL:1	kisenna|senna	2	2		inn:2|lupna:1|manpha:1	14022011|15006001	0	1	1	mixed_lex_gram			2	N:2	mixed	1	1	low	mixed_lex_gram_needs_split
Meshillemoth	Meshillemoth	PROP	?	MESHILLEMOTH.POSS|MESHILLEMOTH	MESHILLEMOTH.POSS | MESHILLEMOTH		MESHILLEMOTH|MESHILLEMOTH.POSS	MESHILLEMOTH.POSS:1|MESHILLEMOTH:1	meshillemoth	2	1		ta:2	14028012|16011013	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
thakhauh	thakhauh	UNK	Thakhauh	THAKHAUH		strength	THAKHAUH	THAKHAUH:2	“thakhauh	2	1		mi:1	14032007|23035004	0	0	1	clean			1	UNK:2	lexical	2	0	low	
tep	tep	N	carpenters	carpenters		carpenters	carpenters	carpenters:2	tep|tepcip	2	2		siatsak:1|sing:1|hong:1|ama:1	14034011|21007026	0	0	0	clean			1	N:2	lexical	2	0	low	
pawl~pawl	pawl~pawl	UNK	group~REDUP	group~REDUP		group~REDUP	group~REDUP	group~REDUP:2	pawlpawl	2	1		inn:1|mawh:1	14035012|27008023	0	0	1	clean			1	UNK:2	lexical	2	0	low	
Mithredath	Mithredath	PROP	?	MITHREDATH.POSS|MITHREDATH	MITHREDATH.POSS | MITHREDATH		MITHREDATH|MITHREDATH.POSS	MITHREDATH.POSS:1|MITHREDATH:1	mithredath	2	1		pa:1|ciang:1	15001008|15004007	1	0	1	polysemous_review			1	PROP:2	lexical	2	0	low	
Bilshan	Bilshan	PROP	Bilshan	BILSHAN			BILSHAN	BILSHAN:2	bilshan	2	1		mi:1	15002002|16007005	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Zakkai	Zakkai	PROP	Zakkai	ZAKKAI			ZAKKAI	ZAKKAI:2	zakkai	2	1			15002009|16007014	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Adonikam	Adonikam	PROP	Adonikam	ADONIKAM			ADONIKAM	ADONIKAM:2	adonikam	2	1			15002013|16007018	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Senaah	Senaah	PROP	Senaah	SENAAH			SENAAH	SENAAH:2	senaah	2	1			15002035|16007038	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Jeshua-Te	Jeshua-Te	PROP	?	JESHUA			JESHUA	JESHUA:2	jeshua-te	2	1		pan:2	15002036|16007039	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hodaviah-Te	Hodaviah-Te	PROP	?	HODAVIAH			HODAVIAH	HODAVIAH:2	hodaviah-te	2	1		pan:1|beh:1	15002040|15003009	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hatita	Hatita	PROP	Hatita	HATITA			HATITA	HATITA:2	hatita	2	1		suan:2	15002042|16007045	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Shobai	Shobai	PROP	Shobai	SHOBAI			SHOBAI	SHOBAI:2	shobai	2	1		suan:2	15002042|16007045	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hasufa	Hasufa	PROP	Hasufa	HASUFA			HASUFA	HASUFA:2	hasufa	2	1		suan:2	15002043|16007046	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Tabbaoth	Tabbaoth	PROP	Tabbaoth	TABBAOTH			TABBAOTH	TABBAOTH:2	tabbaoth	2	1		suan:2	15002043|16007046	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Keros	Keros	PROP	Keros	KEROS			KEROS	KEROS:2	keros	2	1			15002044|16007047	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Padon	Padon	PROP	Padon	PADON			PADON	PADON:2	padon	2	1		suan:2	15002044|16007047	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Gahar	Gahar	PROP	Gahar	GAHAR			GAHAR	GAHAR:2	gahar	2	1		suan:2	15002047|16007049	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Gazzam	Gazzam	PROP	Gazzam	GAZZAM			GAZZAM	GAZZAM:2	gazzam	2	1		suan:1	15002048|16007051	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Besai	Besai	PROP	Besai	BESAI			BESAI	BESAI:2	besai	2	1		suan:1	15002049|16007052	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Bakbuk	Bakbuk	PROP	Bakbuk	BAKBUK			BAKBUK	BAKBUK:2	bakbuk	2	1			15002051|16007053	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hakufa	Hakufa	PROP	Hakufa	HAKUFA			HAKUFA	HAKUFA:2	hakufa	2	1		suan:2	15002051|16007053	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Harhur	Harhur	PROP	Harhur	HARHUR			HARHUR	HARHUR:2	harhur	2	1		suan:2	15002051|16007053	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Mehida	Mehida	PROP	Mehida	MEHIDA			MEHIDA	MEHIDA:2	mehida	2	1		suan:2	15002052|16007054	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Harsha	Harsha	PROP	Harsha	HARSHA			HARSHA	HARSHA:2	harsha	2	1		suan:2	15002052|16007054	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Barkos	Barkos	PROP	Barkos	BARKOS			BARKOS	BARKOS:2	barkos	2	1			15002053|16007055	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Neziah	Neziah	PROP	Neziah	NEZIAH			NEZIAH	NEZIAH:2	neziah	2	1			15002054|16007056	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hatifa	Hatifa	PROP	Hatifa	HATIFA			HATIFA	HATIFA:2	hatifa	2	1		suan:2	15002054|16007056	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Sotai	Sotai	PROP	Sotai	SOTAI			SOTAI	SOTAI:2	sotai	2	1		pan:2	15002055|16007057	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Darkon	Darkon	PROP	Darkon	DARKON			DARKON	DARKON:2	darkon	2	1		suan:2	15002056|16007058	0	0	0	clean			1	PROP:2	lexical	2	0	low	
Hattil	Hattil	PROP	Hattil	HATTIL			HATTIL	HATTIL:2	hattil	2	1		suan:2	15002057|16007059	0	0	0	clean			1	PROP:2	lexical	2	0	low	
